NAME,LATITUDE,LONGITUDE,NAICS_DESC,OPER_CAP,SUMMER_CAP,WINTER_CAP,GEN_UNITS,LINES
NSB KAKTOVIK UTILITY,70.125617,-143.619033,FOSSIL FUEL ELECTRIC POWER GENERATION,2.6,2.6,2.6,4,0
NSB NUIQSUT UTILITY,70.220565,-150.993492,FOSSIL FUEL ELECTRIC POWER GENERATION,4.4,4.4,4.4,6,0
NSB POINT HOPE UTILITY,68.348424,-166.737211,FOSSIL FUEL ELECTRIC POWER GENERATION,3.1,3.1,3.1,4,0
NSB POINT LAY UTILITY,69.74309587,-163.0093451,FOSSIL FUEL ELECTRIC POWER GENERATION,2.4,2.4,2.4,4,0
NSB ANAKTUVUK PASS,68.13795,-151.741017,FOSSIL FUEL ELECTRIC POWER GENERATION,2.7,2.7,2.7,5,0
NSB WAINWRIGHT UTILITY,70.642877,-160.020461,FOSSIL FUEL ELECTRIC POWER GENERATION,3,3,3,5,0
KING COVE,55.061683,-162.3103,FOSSIL FUEL ELECTRIC POWER GENERATION,2.6,2.3,1.8,5,0
CROSWELL,43.27218366,-82.61530944,FOSSIL FUEL ELECTRIC POWER GENERATION,5.1,5.1,5.1,5,0
PRINCETON WIND FARM,42.47883857,-71.89979011,WIND ELECTRIC POWER GENERATION,3,3,3,1,0
DUTCH HARBOR,53.892459,-166.538185,FOSSIL FUEL ELECTRIC POWER GENERATION,21.9,18.4,18.4,7,0
UNALASKA POWER MODULE,53.863993,-166.512591,FOSSIL FUEL ELECTRIC POWER GENERATION,1.1,0.8,0.8,1,0
FERGUS CONTROL CTR,46.28066,-96.07045,FOSSIL FUEL ELECTRIC POWER GENERATION,2,2,2,1,0
REENERGY FORT FAIRFIELD,46.7727453,-67.84883264,BIOMASS ELECTRIC POWER GENERATION,0,0,0,0,1
MCPHERSON 3,38.38975233,-97.61025275,FOSSIL FUEL ELECTRIC POWER GENERATION,115.6,79.7,99.9,1,1
NORTH BRANCH (WV),39.26240473,-79.33079703,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
WAYNE COUNTY,35.37576674,-78.09859904,FOSSIL FUEL ELECTRIC POWER GENERATION,979.7,822,958,5,1
KAW HYDRO,36.69952577,-96.92869843,HYDROELECTRIC POWER GENERATION,37,29.6,29.6,1,1
PONCA CITY,36.72056446,-97.08613075,FOSSIL FUEL ELECTRIC POWER GENERATION,134.3,106.8,106.8,3,1
MILWAUKEE COUNTY,43.04610943,-88.02742974,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
NEBRASKA CITY # 2,40.6661,-95.86833,FOSSIL FUEL ELECTRIC POWER GENERATION,13.5,12.2,12.2,3,0
STATE FARM,40.45592489,-88.95473658,FOSSIL FUEL ELECTRIC POWER GENERATION,5.1,5.1,5.1,3,0
BOWLING GREEN,41.3820181,-83.61075809,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
ENGLE,41.14310786,-81.47131304,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
JACKSON (OH),39.0441,-82.6101,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
NAPOLEON,41.39077569,-84.09758285,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
NILES,41.168,-80.7529,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
WADSWORTH,41.00389,-81.76222,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
TALCVILLE,44.30821836,-75.30836655,HYDROELECTRIC POWER GENERATION,1.1,0.8,0.8,2,1
PANORA,41.69466976,-94.36764025,FOSSIL FUEL ELECTRIC POWER GENERATION,4.5,4.5,4.5,3,0
BELLEVILLE DAM,39.11882226,-81.73765467,HYDROELECTRIC POWER GENERATION,42,42,42,2,1
RED CEDAR,41.96914,-91.66889,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
ONEIDA CASINO,44.49670763,-88.12833387,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
PROSPECT MUNICIPAL,40.4411,-83.1883,FOSSIL FUEL ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
ST FRANCIS ENERGY FACILITY,36.58557216,-90.17880318,FOSSIL FUEL ELECTRIC POWER GENERATION,506.6,453,487,2,1
US DOE SAVANNAH RIVER SITE (D AREA),33.28704271,-81.67790326,NOT AVAILABLE,0,0,0,0,0
AUGLAIZE HYDRO,41.23721,-84.39976,HYDROELECTRIC POWER GENERATION,3.6,4.5,4.5,6,0
PENNSBURY,40.1529908,-74.7689073,BIOMASS ELECTRIC POWER GENERATION,6,4,5.6,2,0
WASHINGTON COUNTY COGENERATION FACILITY,31.25091814,-88.01527913,FOSSIL FUEL ELECTRIC POWER GENERATION,122.5,100,107,2,0
GENERAL ELECTRIC PLASTIC,32.30876357,-86.52084467,FOSSIL FUEL ELECTRIC POWER GENERATION,97,84.5,94.5,2,1
TIGER BAY,27.74640499,-81.84943784,FOSSIL FUEL ELECTRIC POWER GENERATION,278.1,193,224,2,1
FAIRLESS HILLS,40.14066597,-74.75054468,BIOMASS ELECTRIC POWER GENERATION,0,0,0,0,1
GIRVIN LANDFILL,30.33607104,-81.46041272,BIOMASS ELECTRIC POWER GENERATION,0,0,0,0,0
AGENCY GT,40.81674,-91.14667,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
APC1,32.6692263,-86.97117173,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
DAHLBERG,34.04227,-83.39772,FOSSIL FUEL ELECTRIC POWER GENERATION,919,745.6,876.2,10,1
H ALLEN FRANKLIN COMBINED CYCLE,32.6078,-85.0975,FOSSIL FUEL ELECTRIC POWER GENERATION,1995.7,1901.8,1976.8,9,1
PEA RIDGE,30.59208,-87.13539,FOSSIL FUEL ELECTRIC POWER GENERATION,14.1,12,13.8,3,1
MERIDIAN,32.37484,-88.70416,FOSSIL FUEL ELECTRIC POWER GENERATION,9,9,9,5,0
THEODORE COGEN FACILITY,30.52545,-88.12848,FOSSIL FUEL ELECTRIC POWER GENERATION,317.4,231,245,2,1
WATTS BAR NUCLEAR PLANT,35.6021,-84.7895,NUCLEAR ELECTRIC POWER GENERATION,2539.8,2245,2343,2,1
NYMANS PLANT MICROGRID,57.731608,-152.507044,FOSSIL FUEL ELECTRIC POWER GENERATION,10,9.8,9.9,2,0
KAPSTONE,32.9,-79.9667,BIOMASS ELECTRIC POWER GENERATION,99.2,85,85,1,1
UNKNOWN-7738,27.61835733,-81.93894112,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
ESSEX,36.86836687,-89.83936783,FOSSIL FUEL ELECTRIC POWER GENERATION,121.2,96,110,1,1
GOAT LAKE HYDRO,59.5357,-135.2123,HYDROELECTRIC POWER GENERATION,4,4,4,1,0
BLACK BEAR LAKE,55.56302367,-132.8908493,HYDROELECTRIC POWER GENERATION,4.5,4.5,4.5,1,0
NODAWAY,40.28789943,-94.79168029,FOSSIL FUEL ELECTRIC POWER GENERATION,315.6,179,228,2,1
CHOUTEAU,36.22171486,-95.27710278,FOSSIL FUEL ELECTRIC POWER GENERATION,1069.6,888,931,6,1
SOUTH PLANT,42.71598011,-92.48418427,FOSSIL FUEL ELECTRIC POWER GENERATION,12,11.4,11.4,6,0
GEORGETOWN,39.90221736,-86.24397862,FOSSIL FUEL ELECTRIC POWER GENERATION,340,276,276,4,1
TILTON,40.10612,-87.65382,FOSSIL FUEL ELECTRIC POWER GENERATION,188,183.1,200,4,1
HENRY COUNTY,39.95293087,-85.50400113,FOSSIL FUEL ELECTRIC POWER GENERATION,181.5,129,141,3,1
MPC GENERATING,33.81163933,-83.69558522,FOSSIL FUEL ELECTRIC POWER GENERATION,386.1,302.5,351,2,1
ERIE ENERGY CENTER,37.57458211,-95.23740839,FOSSIL FUEL ELECTRIC POWER GENERATION,20,20,20,8,0
SOWEGA POWER,31.38698804,-84.08006068,FOSSIL FUEL ELECTRIC POWER GENERATION,99.6,97,97,2,0
LALAMILO WINDFARM,20.023333,-155.746667,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
1515 S CARON ROAD,41.90879975,-89.04663807,FOSSIL FUEL ELECTRIC POWER GENERATION,4.2,3,3.5,1,0
SPRINGVIEW,42.82575988,-99.77734222,WIND ELECTRIC POWER GENERATION,3,3,3,2,0
CLEVELAND PEAKING,41.55712357,-81.58755413,FOSSIL FUEL ELECTRIC POWER GENERATION,10.8,10.8,10.8,6,0
VERSAILLES PEAKING,40.22522125,-84.47549596,FOSSIL FUEL ELECTRIC POWER GENERATION,5.4,5.4,5.4,3,0
NAPOLEON PEAKING,41.408739,-84.108127,FOSSIL FUEL ELECTRIC POWER GENERATION,5.4,5.4,5.4,3,0
DOVER PEAKING,40.5416,-81.4985,FOSSIL FUEL ELECTRIC POWER GENERATION,10.8,10.8,10.8,6,1
ORRVILLE PEAKING,40.8583426,-81.75976938,FOSSIL FUEL ELECTRIC POWER GENERATION,5.4,5.4,5.4,3,0
BRYAN PEAKING,41.460915,-84.52692,FOSSIL FUEL ELECTRIC POWER GENERATION,10.8,10.8,10.8,6,0
JACKSON CNTR PEAKING,40.4597,-84.0401,FOSSIL FUEL ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
ARCANUM PEAKING,39.9867,-84.5513,FOSSIL FUEL ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
HAMILTON PEAKING,39.352785,-84.518408,FOSSIL FUEL ELECTRIC POWER GENERATION,32,29,32,1,1
BOWLING GREEN PEAKING,41.3884,-83.6402,FOSSIL FUEL ELECTRIC POWER GENERATION,32,29,32,1,1
ALLEGANY COGEN,42.50299789,-78.06835044,FOSSIL FUEL ELECTRIC POWER GENERATION,67,60,60,2,1
MONTPELIER,41.5855,-84.5794,FOSSIL FUEL ELECTRIC POWER GENERATION,10.8,10.8,10.8,6,1
CUSTER ENERGY CENTER,44.08543573,-87.72605246,FOSSIL FUEL ELECTRIC POWER GENERATION,24.5,22,24,1,1
DOMINION/LO MAR,38.74459267,-77.49711446,FOSSIL FUEL ELECTRIC POWER GENERATION,19.2,15.8,15.8,5,0
GATEWAY GEN,38.73121676,-77.5139257,FOSSIL FUEL ELECTRIC POWER GENERATION,3.6,3.4,3.4,2,0
WEST MARINETTE 34,45.08690839,-87.69014478,FOSSIL FUEL ELECTRIC POWER GENERATION,83,71.8,71.8,1,1
SHERWOOD H SMITH JR ENERGY COMPLEX,34.83791833,-79.73702054,FOSSIL FUEL ELECTRIC POWER GENERATION,2244.8,1855,2210,11,1
PINE STREET,43.74050708,-83.45321814,FOSSIL FUEL ELECTRIC POWER GENERATION,7.7,7.7,7.7,2,0
HAMILTON HYDRO,39.4128,-84.5558,HYDROELECTRIC POWER GENERATION,2.2,2,2,2,0
ARGYLE,42.70111399,-89.8686958,FOSSIL FUEL ELECTRIC POWER GENERATION,2.3,2.1,2.1,2,1
SEWELL CREEK ENERGY,33.94759051,-85.27698557,FOSSIL FUEL ELECTRIC POWER GENERATION,570,452.3,511.4,4,1
WEBB FORGING,34.5648092,-81.49405103,FOSSIL FUEL ELECTRIC POWER GENERATION,5.8,4.8,4.8,2,0
ALSEY,39.57002786,-90.43603394,FOSSIL FUEL ELECTRIC POWER GENERATION,173,164.3,180.8,6,1
BIG QUINNESEC 92,45.78822513,-88.04098349,HYDROELECTRIC POWER GENERATION,16,16,16,2,1
BIG QUINNESEC 61,45.78837761,-88.04129675,HYDROELECTRIC POWER GENERATION,4.4,4.4,4.4,2,0
KAUKAUNA CITY HYDRO,44.27458,-88.31907,HYDROELECTRIC POWER GENERATION,4.8,4.8,4.8,2,0
FULTON (AR),33.6095618,-93.79245711,FOSSIL FUEL ELECTRIC POWER GENERATION,154.8,153,153,1,1
ROWAN,35.73147525,-80.60125113,FOSSIL FUEL ELECTRIC POWER GENERATION,1192,974.4,1119.2,6,1
SHELBY NORTH,40.89667093,-82.66416376,FOSSIL FUEL ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
SHELBY SOUTH,40.90889,-82.65333,FOSSIL FUEL ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
SMARR ENERGY CENTER,32.9839787,-83.84684208,FOSSIL FUEL ELECTRIC POWER GENERATION,242,191.6,218.2,2,1
BEAVER ISLAND,45.5904424,-85.53101997,FOSSIL FUEL ELECTRIC POWER GENERATION,3.3,2.8,2.8,3,0
JOHN S RAINEY,34.34843392,-82.77610696,FOSSIL FUEL ELECTRIC POWER GENERATION,1102,977,1160,8,1
ESSENTIAL POWER ROCK SPRINGS LLC,39.71901,-76.15976,FOSSIL FUEL ELECTRIC POWER GENERATION,772.6,670.9,753.7,4,1
MARSH RUN GENERATION FACILITY,38.52910664,-77.76864966,FOSSIL FUEL ELECTRIC POWER GENERATION,513.3,481.3,576,3,1
LOUISA GENERATION FACILITY,38.11688648,-78.21438779,FOSSIL FUEL ELECTRIC POWER GENERATION,509.1,466,555,5,1
REMINGTON,38.54450338,-77.77062073,FOSSIL FUEL ELECTRIC POWER GENERATION,705.5,608,749,4,1
LADYSMITH,38.07309825,-77.51420419,FOSSIL FUEL ELECTRIC POWER GENERATION,892.5,783,915,5,1
VALDEZ COGEN,61.0839,-146.2529,FOSSIL FUEL ELECTRIC POWER GENERATION,5.3,5.1,5.3,1,0
FREEDOM POWER PROJECT,39.10333,-88.85898,FOSSIL FUEL ELECTRIC POWER GENERATION,71,45,45,1,0
PLEASANT VALLEY (MN),43.79945,-92.68287,FOSSIL FUEL ELECTRIC POWER GENERATION,467.8,423.7,484.5,3,1
MINNESOTA RIVER,44.7950276,-93.58133087,FOSSIL FUEL ELECTRIC POWER GENERATION,49,39,39,1,1
LAGOON CREEK,35.65809644,-89.39577728,FOSSIL FUEL ELECTRIC POWER GENERATION,1625.2,1407,1740.6,15,1
BRANDY BRANCH,30.32054296,-81.94784013,FOSSIL FUEL ELECTRIC POWER GENERATION,783.1,743.2,803.4,4,1
COON RAPIDS II,41.87104,-94.68078,FOSSIL FUEL ELECTRIC POWER GENERATION,5.4,5.1,5.4,3,0
HOLDEN,38.75394365,-93.99838319,FOSSIL FUEL ELECTRIC POWER GENERATION,321.3,267,335,3,1
KNOXVILLE INDUSTRIAL,41.31591806,-93.06104913,FOSSIL FUEL ELECTRIC POWER GENERATION,16,16,16,8,1
SHENANDOAH,40.77079506,-95.37689936,FOSSIL FUEL ELECTRIC POWER GENERATION,20,20,20,10,0
WATERLOO LUNDQUIST,42.506142,-92.345543,FOSSIL FUEL ELECTRIC POWER GENERATION,18,18,18,9,0
WEST RECEIVING,42.02159231,-95.36347261,FOSSIL FUEL ELECTRIC POWER GENERATION,2,1.8,1.8,1,0
AVENUE A GENERATOR SETS,41.78074,-89.68942,FOSSIL FUEL ELECTRIC POWER GENERATION,3.6,3.6,3.6,2,0
MOORHEAD WIND TURBINE,46.895,-96.7347,WIND ELECTRIC POWER GENERATION,1.4,1.4,1.4,2,0
NORTH,41.3165928,-94.45708921,FOSSIL FUEL ELECTRIC POWER GENERATION,8,8,8,4,0
GILLIAM SOUTH,41.49635478,-94.32742797,FOSSIL FUEL ELECTRIC POWER GENERATION,4.3,4,4.1,2,0
MEPI GT FACILITY,37.21799549,-88.86621757,FOSSIL FUEL ELECTRIC POWER GENERATION,301.5,239,254,5,1
SHELBINA POWER #3,39.69758609,-92.05347788,FOSSIL FUEL ELECTRIC POWER GENERATION,3.6,3.6,3.6,2,0
POWER CREEK,60.588686,-145.604539,HYDROELECTRIC POWER GENERATION,6,5.6,5.4,2,0
ELK MOUND,44.90281,-91.5681,FOSSIL FUEL ELECTRIC POWER GENERATION,71,64.6,84.7,2,1
EARLVILLE,42.48124314,-91.27428497,FOSSIL FUEL ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
GLENWOOD LANDING,40.82794316,-73.64786137,FOSSIL FUEL ELECTRIC POWER GENERATION,122,97.7,111.6,3,1
ROBERT P MONE PLANT,40.9297,-84.7392,FOSSIL FUEL ELECTRIC POWER GENERATION,594,435,540,3,1
H L CULBREATH BAYSIDE POWER STATION,27.907154,-82.418047,FOSSIL FUEL ELECTRIC POWER GENERATION,2294,1854,2083,13,1
EDGERTON,41.44993783,-84.76734977,FOSSIL FUEL ELECTRIC POWER GENERATION,3.6,3.6,3.6,2,0
MPC1,30.30848478,-89.02375902,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
WELLINGTON,41.16795554,-82.21663669,FOSSIL FUEL ELECTRIC POWER GENERATION,1,1,1,1,0
MEAG1,32.82469054,-83.11223521,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
MEAG2,32.824405,-83.112259,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
MEAG3,32.82414326,-83.11230659,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
GLENMORE TURBINES,44.35814231,-87.97953145,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
POWELL VALLEY,36.57486901,-83.03214934,FOSSIL FUEL ELECTRIC POWER GENERATION,22,19.8,19.8,11,1
DAKOTA MAGIC,45.93829264,-96.83562084,FOSSIL FUEL ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
WIND TURBINE,44.66924787,-87.6298988,WIND ELECTRIC POWER GENERATION,11,0.8,0.8,1,0
TERRY BUNDY GENERATING STATION,40.90965,-96.61309,FOSSIL FUEL ELECTRIC POWER GENERATION,216.3,170.3,179,8,1
PARKSIDE,40.517566,-89.02757641,NOT AVAILABLE,0,0,0,0,0
UNNAMED,27.65627091,-81.37802302,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
GILLUM,40.41955718,-88.93170797,NOT AVAILABLE,0,0,0,0,0
MIDWAY,27.65833152,-81.37816103,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
HALLOCK,40.5325,-89.53306,NOT AVAILABLE,0,0,0,0,0
KICKAPOO,40.39806,-89.3875,NOT AVAILABLE,0,0,0,0,0
E B HARRIS ELECTRIC GENERATING PLANT,32.38135,-86.57437,FOSSIL FUEL ELECTRIC POWER GENERATION,1304,1314.8,1367.8,6,1
NEW KNOXVILLE,40.49389,-84.31611,FOSSIL FUEL ELECTRIC POWER GENERATION,1.1,1,1,1,0
BYRON,43.65742778,-88.43917669,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
MCCARTNEY,37.24843946,-93.16997841,FOSSIL FUEL ELECTRIC POWER GENERATION,117.8,100,100,2,1
VERNON BOULEVARD,40.7537,-73.9508,FOSSIL FUEL ELECTRIC POWER GENERATION,94,79.9,79.9,2,0
JOSEPH J SEYMOUR POWER PROJECT,40.6631,-74,FOSSIL FUEL ELECTRIC POWER GENERATION,94,79.9,79.9,2,0
BRENTWOOD,40.78703988,-73.29365072,FOSSIL FUEL ELECTRIC POWER GENERATION,47,43.8,46.3,1,1
HELL GATE,40.799,-73.9094,FOSSIL FUEL ELECTRIC POWER GENERATION,94,79.9,79.9,2,0
HARLEM RIVER YARD,40.7991,-73.9156,FOSSIL FUEL ELECTRIC POWER GENERATION,94,79.9,79.9,2,0
NORTH 1ST,40.71704596,-73.96637148,FOSSIL FUEL ELECTRIC POWER GENERATION,47,45.9,46.6,1,0
TALBOT COUNTY ENERGY,32.5892,-84.6917,FOSSIL FUEL ELECTRIC POWER GENERATION,726,579.1,684,6,1
CHATTAHOOCHEE ENERGY FACILITY,33.40752665,-85.03835282,FOSSIL FUEL ELECTRIC POWER GENERATION,539.7,466,526,3,1
GALION,40.752951,-82.793172,FOSSIL FUEL ELECTRIC POWER GENERATION,5.4,5.4,5.4,3,0
SEVILLE,41.03254626,-81.87301622,FOSSIL FUEL ELECTRIC POWER GENERATION,5.4,5.4,5.4,3,0
TRAER SOUTH,42.1933523,-92.46544,FOSSIL FUEL ELECTRIC POWER GENERATION,2,1.8,1.8,1,0
MAQUOKETA 2,42.03869959,-90.66273807,FOSSIL FUEL ELECTRIC POWER GENERATION,8,5.1,5.1,4,0
BROOKLYN CITY NORTH PLANT,41.73959863,-92.43958064,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
ALBERTVILLE,34.35957559,-86.22312441,FOSSIL FUEL ELECTRIC POWER GENERATION,4,3.6,3.6,4,0
LAKEFIELD JUNCTION,43.79849661,-94.84107922,FOSSIL FUEL ELECTRIC POWER GENERATION,537.8,481.5,552.2,7,1
SOUTH STRAWBERRY,42.6770838,-91.53841483,FOSSIL FUEL ELECTRIC POWER GENERATION,3.6,3.6,3.6,2,0
BUFFALO MOUNTAIN,36.12318931,-84.34027804,WIND ELECTRIC POWER GENERATION,1.8,2.1,2.1,3,1
OSAWATOMIE,38.53204579,-94.90310113,FOSSIL FUEL ELECTRIC POWER GENERATION,102,75.7,0,1,1
WEST GARDNER,38.78800683,-94.98560031,FOSSIL FUEL ELECTRIC POWER GENERATION,408,312.9,0,4,1
RUSSELL ENERGY CENTER,38.89971006,-98.83947286,FOSSIL FUEL ELECTRIC POWER GENERATION,15,12,15.8,2,1
GAYLORD - WOLVERINE,45.0045916,-84.72167403,FOSSIL FUEL ELECTRIC POWER GENERATION,70.2,60.6,81.3,3,1
INDUSTRIAL PARK,41.76709246,-89.67446618,FOSSIL FUEL ELECTRIC POWER GENERATION,13.4,13.4,13.4,7,0
TRENTON SOUTH,40.06722,-93.60436,FOSSIL FUEL ELECTRIC POWER GENERATION,14,13.2,13.2,7,1
DIESEL GROUP 1,37.88470042,-75.55604422,NOT AVAILABLE,0,12,0,1,0
PONTON DIESEL GENERATING FACILITY,37.3381,-77.9644,FOSSIL FUEL ELECTRIC POWER GENERATION,4,4,4,2,0
NOTTOWAY DIESEL GENERATING FACILITY,37.29450914,-77.98704771,FOSSIL FUEL ELECTRIC POWER GENERATION,4,4,4,2,0
BETHANY II,40.26918238,-94.01161681,NOT AVAILABLE,0,0,0,0,0
WANSLEY UNIT 9,33.40833808,-85.03935058,FOSSIL FUEL ELECTRIC POWER GENERATION,594.1,483.9,544.6,3,1
SOLWAY CT,47.54472439,-95.12970704,FOSSIL FUEL ELECTRIC POWER GENERATION,51.3,45.3,49.3,2,1
LAWRENCE COUNTY STATION,38.80062718,-86.45011252,FOSSIL FUEL ELECTRIC POWER GENERATION,402,262.8,300,6,1
FRANKLIN (TN),35.27056,-86.13944,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
FIELD STREET,29.01731929,-80.9328562,FOSSIL FUEL ELECTRIC POWER GENERATION,48,44,48,2,1
ELK CITY STATION,41.38389,-96.25444,BIOMASS ELECTRIC POWER GENERATION,6.4,6.2,6.2,8,0
FUTURE CT,44.35378663,-98.21584809,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
SEDIVER,34.96550843,-81.18734753,FOSSIL FUEL ELECTRIC POWER GENERATION,2.9,2.4,2.4,1,0
HORRY LAND FILL GAS SITE,33.81270439,-78.96718217,FOSSIL FUEL ELECTRIC POWER GENERATION,3.1,3.3,3.3,3,0
KEMPER COUNTY,32.7975672,-88.6060147,FOSSIL FUEL ELECTRIC POWER GENERATION,372,293.2,374.4,4,1
WARREN F SAM BEASLEY GENERATION STATION,39.27918,-75.62393,FOSSIL FUEL ELECTRIC POWER GENERATION,96,98,98,2,1
SOUTH WEST LANDFILL,29.51323375,-82.54856388,BIOMASS ELECTRIC POWER GENERATION,0,0,0,0,0
PENO CREEK,39.35277837,-91.2289058,FOSSIL FUEL ELECTRIC POWER GENERATION,240,188,236,4,1
SALT VALLEY WIND PLANT,40.90409144,-96.62336109,WIND ELECTRIC POWER GENERATION,1.2,1.4,1.4,2,1
IOWA DISTRIBUTED WIND GENERATION PROJECT,43.0374156,-94.14081104,WIND ELECTRIC POWER GENERATION,2.3,2.3,2.3,1,0
W R CLAYTON PLANT,33.819444,-83.694444,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
STATE ST GENERATING,41.95233671,-84.97748954,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
PELLA PEAKING,41.41052513,-92.93844174,FOSSIL FUEL ELECTRIC POWER GENERATION,28,25.1,25.1,14,1
SUMPTER,42.167,-83.5318,FOSSIL FUEL ELECTRIC POWER GENERATION,340,308.4,375,4,1
SHARPE,38.275232,-95.68341221,FOSSIL FUEL ELECTRIC POWER GENERATION,20,20,20,10,1
CHAMBERLAIN WIND PROJECT,43.83787979,-99.30335663,WIND ELECTRIC POWER GENERATION,2.6,2.6,2.6,2,0
MULVANE 2,37.4908,-97.2216,FOSSIL FUEL ELECTRIC POWER GENERATION,9.2,8.6,8.6,3,0
GRANITE FALLS 2,44.80466921,-95.55709058,FOSSIL FUEL ELECTRIC POWER GENERATION,6,6,6,3,0
MILL CREEK (SC),35.15983213,-81.43087571,FOSSIL FUEL ELECTRIC POWER GENERATION,799.2,563,751,8,1
SOUTH GENERATION,44.53319319,-95.11249116,FOSSIL FUEL ELECTRIC POWER GENERATION,6.6,6.2,6,3,0
KALKASKA CT #1,44.69039541,-85.20215669,FOSSIL FUEL ELECTRIC POWER GENERATION,60.5,48.3,58.9,1,1
GREATER DES MOINES,41.55643873,-93.527972,FOSSIL FUEL ELECTRIC POWER GENERATION,576.3,485.5,548,3,1
SILVER CREEK,31.6000739,-89.9467912,FOSSIL FUEL ELECTRIC POWER GENERATION,250.5,225,250.5,3,1
SYLVARENA,31.98198076,-89.41272202,FOSSIL FUEL ELECTRIC POWER GENERATION,141,129,141,3,1
ALTAMONT,39.06871883,-88.75556794,FOSSIL FUEL ELECTRIC POWER GENERATION,7.2,7.2,7.2,4,0
WEST CAMPUS COGENERATION FACILITY,43.07440851,-89.42424339,FOSSIL FUEL ELECTRIC POWER GENERATION,169.3,129.5,129.5,3,0
WINSTON,28.02776978,-82.01644159,FOSSIL FUEL ELECTRIC POWER GENERATION,50,50,50,20,1
BEATRICE,40.33018,-96.80815,FOSSIL FUEL ELECTRIC POWER GENERATION,247.1,220,220,3,1
NEWINGTON,43.09973568,-70.79109188,FOSSIL FUEL ELECTRIC POWER GENERATION,414,400.2,400.2,1,1
PRAIRIE ENERGY,40.00370883,-89.44967409,NOT AVAILABLE,0,0,0,0,0
FIFE BROOK,42.684925,-72.9773,HYDROELECTRIC POWER GENERATION,11.2,11.2,11.2,1,0
BEAR SWAMP,42.68702827,-72.96172811,HYDROELECTRIC POWER GENERATION,600,600,600,2,1
ROSETON GENERATING FACILITY,41.57096504,-73.9751352,FOSSIL FUEL ELECTRIC POWER GENERATION,1242,1193.2,1206.5,2,1
HOLTSVILLE,40.81697704,-73.06625812,FOSSIL FUEL ELECTRIC POWER GENERATION,567,532.3,649.2,10,1
MICKLETON STATION,39.81288034,-75.24883964,FOSSIL FUEL ELECTRIC POWER GENERATION,71.2,63.7,78,1,1
AUBURN STATE STREET,42.92839011,-76.59217614,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
THREE MILE ISLAND,40.1544547,-76.72489358,NUCLEAR ELECTRIC POWER GENERATION,0,0,0,0,1
CROYDON CT GENERATING STATION,40.08005354,-74.89320501,FOSSIL FUEL ELECTRIC POWER GENERATION,546.4,391,512,8,1
WINTER,45.8234026,-91.01427052,FOSSIL FUEL ELECTRIC POWER GENERATION,5.6,5.6,5.6,2,1
CO RD 33,44.48139,-95.75583,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
PARAGOULD RECIPROCATING,36.02426663,-90.50928579,FOSSIL FUEL ELECTRIC POWER GENERATION,19.2,18,18,3,1
FACTORY,39.82593,-89.63728,FOSSIL FUEL ELECTRIC POWER GENERATION,26.6,16.8,19,1,1
GALLATIN #2,39.92833,-93.93778,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
